guest_id,park,weather,passholder,ll_use,age,party_size,visit_days,avg_temp_f,walked_miles,num_rides,wait_avg_am,wait_avg_pm,satisfaction_slider,budget,money_spent,spending_day1,spending_day2,plan_style,planned_character_dinner,actual_character_dinner,would_recommend
725,EPCOT,Sunny,No,No,28,6,9,75.6,9.76,16,35.6,53.6,74.9,200,357.52,162.9,108.24,Planner,Yes,Yes,No
726,Hollywood Studios,Sunny,Yes,Yes,18,5,4,66.5,6.81,10,25.4,25.6,79,200,NA,NA,NA,Spontaneous,No,No,Yes
727,Animal Kingdom,Cloudy,No,No,46,5,3,82.6,7.28,8,33.2,36.3,84.5,300,357.07,197.56,49.66,Mixed,Yes,No,Yes
728,Animal Kingdom,Rainy,Yes,Yes,23,6,6,77.4,5.62,15,7.5,19.1,67.3,300,457.76,251.31,78.03,Planner,Yes,Yes,No
729,Magic Kingdom,Cloudy,No,No,29,7,4,79.5,11.28,7,41.8,59.1,75.8,300,388.97,182.94,79.41,Planner,Yes,Yes,No
730,Magic Kingdom,Cloudy,Yes,No,48,5,3,84.3,15.16,11,42.9,40.7,77.5,200,351.44,208.86,79.02,Spontaneous,No,Yes,No
731,Magic Kingdom,Cloudy,No,Yes,19,8,6,84.4,9.72,10,37.3,44.8,85.5,300,322.64,156.26,91.66,Planner,No,Yes,No
732,Magic Kingdom,Sunny,Yes,Yes,25,4,5,87.3,9.3,10,29,41.7,91.9,200,253.86,111.37,67.91,Planner,No,No,Yes
733,Hollywood Studios,Cloudy,No,Yes,40,4,5,78,12.63,8,54.4,70.2,86,300,334.25,195.7,79.24,Planner,Yes,No,Yes
734,Animal Kingdom,Rainy,No,No,40,5,6,77.2,11.58,12,17.7,37.6,89.9,300,362.91,184.3,38.7,Spontaneous,No,No,Yes
735,Animal Kingdom,Cloudy,Yes,No,42,4,7,100,8.49,13,38.4,36.9,85.6,300,365.75,158.71,109.59,Spontaneous,No,No,Yes
736,Magic Kingdom,Rainy,No,Yes,12,4,5,69.2,9.17,12,36.8,51.3,61.8,200,222.58,122.18,23.2,Planner,No,No,No
737,Hollywood Studios,Sunny,No,No,31,4,4,94,7.66,15,83.5,81.6,63,200,262.26,125.41,59.34,Planner,Yes,No,No
738,Animal Kingdom,Sunny,No,Yes,23,3,4,83.1,9.49,15,34.8,42,83.6,200,262.15,107.28,67.2,Planner,No,Yes,No
739,EPCOT,Cloudy,No,Yes,14,2,8,86.1,10.46,13,44.5,45.2,84.3,300,362.89,153.68,81.94,Mixed,Yes,Yes,No
740,Magic Kingdom,Sunny,Yes,No,31,4,4,92.8,9.43,16,51.7,76.7,94.8,300,285.29,155.07,69.74,Mixed,Yes,Yes,Yes
741,Magic Kingdom,Sunny,No,No,30,4,3,82,13.39,13,43.6,69.5,68.4,200,243.35,126.8,48.89,Spontaneous,Yes,Yes,No
742,EPCOT,Sunny,Yes,No,45,4,1,83.9,9.66,15,48.6,63.3,81.6,300,309.19,309.19,NA,Planner,No,No,Yes
743,Animal Kingdom,Sunny,No,Yes,48,5,2,81.1,9.61,12,22,46.1,73.1,300,301.36,162.83,44.54,Spontaneous,No,No,No
744,EPCOT,Sunny,No,No,36,3,4,83.1,11.3,12,17.1,22.2,68.4,300,373.78,212.09,54.62,Mixed,No,No,Yes
745,Hollywood Studios,Sunny,No,Yes,38,2,10,87.5,9.74,15,57.8,64.6,81.8,300,391.61,181.77,59.31,Spontaneous,No,Yes,Yes
746,Magic Kingdom,Sunny,No,No,19,3,3,73.5,7.36,16,59.2,60.2,78.5,100,260.02,124.36,55.87,Planner,No,Yes,Yes
747,Animal Kingdom,Cloudy,No,No,22,1,6,77.1,10.61,7,20.7,22.7,65.8,200,303.26,107.92,78.53,Planner,No,No,No
748,EPCOT,Cloudy,No,No,51,6,7,80.7,9.26,14,39,54.9,90.6,300,384.78,166.32,119.56,Planner,No,No,Yes
749,Animal Kingdom,Sunny,No,Yes,68,6,7,83.3,10.6,13,42.1,66.1,57.7,300,384.06,188.97,102.17,Spontaneous,No,No,No
750,Magic Kingdom,Rainy,No,Yes,15,2,2,86,10.29,6,46.3,60.7,55.9,100,198.19,71.67,69.59,Mixed,No,No,No
751,Magic Kingdom,Sunny,No,Yes,34,5,9,81,8.78,15,37.7,46.9,76.7,400,443.28,234.91,112.39,Spontaneous,No,No,Yes
752,EPCOT,Sunny,Yes,Yes,44,8,8,75.8,7.33,9,37.5,56.5,75.1,400,478.45,253.13,102.62,Planner,No,No,No
753,EPCOT,Sunny,Yes,Yes,61,3,5,91.8,10.96,12,36.5,46.8,74.9,200,314.93,121.35,41.09,Planner,Yes,Yes,Yes
754,Animal Kingdom,Cloudy,No,No,25,2,6,87.7,9.31,11,17.6,21.6,81.8,300,296.02,138.53,68.39,Mixed,No,Yes,Yes
755,Magic Kingdom,Sunny,Yes,No,27,5,6,86.6,8.09,9,32.2,50.6,79,300,NA,NA,NA,Planner,No,No,Yes
756,Hollywood Studios,Sunny,Yes,Yes,30,5,8,89.1,16.04,14,46.5,62,100,300,392.85,163.55,74.06,Mixed,No,No,Yes
757,Magic Kingdom,Cloudy,No,Yes,39,2,3,89.2,5.68,12,40,35.6,79,300,280.88,151.29,64.04,Spontaneous,Yes,Yes,Yes
758,Hollywood Studios,Cloudy,No,No,40,1,3,72,7,7,48.7,59.9,70.6,100,231.14,121.57,60.89,Planner,No,Yes,No
759,Animal Kingdom,Rainy,No,Yes,46,2,4,94.3,7.81,8,15.7,31.7,59.9,200,225.97,97.27,40.26,Planner,No,No,No
760,Magic Kingdom,Cloudy,No,Yes,27,5,6,75.5,8.46,16,45.9,45.9,90.9,300,302.65,164.85,62.38,Planner,Yes,Yes,Yes
761,Animal Kingdom,Cloudy,No,No,56,5,6,92.7,10.28,17,27.3,39.9,58.5,200,306.13,164.98,39.54,Planner,Yes,Yes,No
762,Hollywood Studios,Cloudy,Yes,Yes,8,2,9,81.2,11.46,18,5,10.2,71.1,300,395.39,196.1,60.26,Planner,No,Yes,Yes
763,Animal Kingdom,Rainy,Yes,Yes,39,4,4,71.5,13.89,9,17.9,40.2,65.1,300,305.76,181.87,31.72,Planner,No,Yes,Yes
764,Animal Kingdom,Sunny,No,Yes,15,4,4,85.6,9.54,10,10.9,23.9,76,300,327.05,164.41,59.45,Planner,No,No,Yes
765,Hollywood Studios,Sunny,Yes,No,28,5,4,79.8,10.75,11,33.5,44.7,69.4,300,300.05,166.97,70.39,Planner,Yes,Yes,Yes
766,EPCOT,Sunny,Yes,Yes,51,2,7,82.1,12.09,16,41.3,38.5,67.7,300,396.27,207.36,44.46,Planner,No,Yes,Yes
767,Magic Kingdom,Sunny,No,No,50,4,4,80.3,12.57,18,41.5,47.8,77.7,200,259.48,113.94,40.45,Planner,No,No,Yes
768,EPCOT,Cloudy,No,No,45,5,7,77.5,9.78,13,35.4,38,87.9,200,365.93,154.6,120.4,Planner,Yes,No,Yes
769,Hollywood Studios,Cloudy,No,No,42,6,2,81.1,9.98,11,54.1,65.8,66.8,300,359.4,159.84,62.4,Spontaneous,No,No,No
770,Magic Kingdom,Sunny,No,No,27,7,4,91.1,10.41,14,49.6,52.9,74.1,400,441.18,219.31,105.59,Mixed,Yes,Yes,Yes
771,Animal Kingdom,Sunny,No,No,31,6,6,88.2,8.87,16,41.8,44.3,60.4,300,354.71,142.05,76.27,Mixed,Yes,Yes,No
772,Hollywood Studios,Cloudy,No,No,29,5,6,90.3,10.29,9,28.1,43,88.9,200,280.22,117.84,34.67,Planner,No,No,Yes
773,Magic Kingdom,Sunny,No,No,50,5,5,82.4,13.18,13,32,45.1,80.6,300,337.43,187.89,47.66,Mixed,No,No,No
774,Hollywood Studios,Cloudy,Yes,Yes,28,4,2,84.4,10.88,13,46.7,57,62.3,200,203.47,114.62,18.08,Planner,No,No,No
775,Hollywood Studios,Sunny,No,Yes,55,4,9,96.3,5.46,17,26.6,46.1,74.9,400,426.21,195.97,86.91,Spontaneous,Yes,Yes,Yes
776,Animal Kingdom,Sunny,No,Yes,8,8,3,90.2,18.18,12,37,41,75.2,300,359.19,135.78,59.93,Planner,Yes,Yes,No
777,EPCOT,Cloudy,No,Yes,26,5,8,70.3,6.72,13,17.3,23.8,65.9,400,433.16,171.52,113.6,Planner,Yes,Yes,No
778,Magic Kingdom,Sunny,No,Yes,58,2,6,85.5,6.11,15,66,74.1,66.9,300,370.89,206.39,61.72,Spontaneous,Yes,Yes,Yes
779,Hollywood Studios,Cloudy,No,No,43,4,5,91.4,7.59,13,38.7,50.2,70.1,300,286.54,113.5,81.81,Spontaneous,Yes,Yes,No
780,EPCOT,Cloudy,No,No,32,2,5,73.5,10.84,9,55.3,71,68.2,200,254.03,145.18,34.08,Planner,No,Yes,No
781,Magic Kingdom,Cloudy,No,Yes,33,6,3,78.7,6.69,8,56.2,72.9,76.7,200,264.1,117.31,71.77,Planner,No,No,No
782,Animal Kingdom,Cloudy,No,No,20,4,9,84.9,13.55,20,35.1,44.7,89.3,400,365.42,196.7,78.89,Planner,Yes,Yes,Yes
783,Magic Kingdom,Sunny,No,No,17,5,8,78.3,7.14,13,45.1,61.1,76.8,200,276.56,136.34,38.71,Planner,Yes,Yes,Yes
784,Hollywood Studios,Sunny,No,Yes,12,3,7,94.8,12.98,16,31,47.3,53.2,300,371.21,195.79,73.09,Mixed,Yes,Yes,No
785,EPCOT,Sunny,No,Yes,29,6,4,90.4,9.2,12,35.6,46.3,88.2,300,336.47,180.97,33.85,Planner,No,Yes,Yes
786,Hollywood Studios,Sunny,No,Yes,48,4,7,99.8,11.86,10,37.7,41.9,58.7,300,413.38,198.41,113.34,Mixed,No,No,No
787,Magic Kingdom,Rainy,No,Yes,32,3,3,76.1,8.38,9,50,61.2,77.1,200,242.72,93.51,59.65,Planner,Yes,Yes,Yes
788,Magic Kingdom,Cloudy,No,Yes,38,3,4,93.7,11.52,14,73.8,80.6,78.1,300,NA,NA,NA,Planner,Yes,Yes,No
789,EPCOT,Sunny,No,No,51,1,6,75.8,6.69,17,22.7,32.9,81.1,300,308.81,173.05,58.77,Spontaneous,Yes,Yes,Yes
790,Magic Kingdom,Sunny,Yes,Yes,18,3,7,78.1,5.58,18,26.8,52.4,83.6,200,286.26,127.39,73.3,Planner,No,No,Yes
791,EPCOT,Sunny,Yes,Yes,54,3,2,67.5,8.07,8,46.7,53.5,80.7,200,177.04,73.77,40.71,Spontaneous,Yes,Yes,Yes
792,Animal Kingdom,Cloudy,No,No,33,9,7,87.3,9.97,16,27.3,36.6,92.8,300,356.93,131.07,64.19,Spontaneous,Yes,Yes,Yes
793,Magic Kingdom,Rainy,No,No,45,4,1,84.7,6.02,12,37.3,54.1,59.7,200,253.87,253.87,NA,Mixed,Yes,Yes,No
794,Magic Kingdom,Sunny,No,Yes,26,5,6,78.6,8.01,13,41,46.9,78.8,300,399.5,223,69.3,Mixed,Yes,Yes,Yes
795,Magic Kingdom,Cloudy,No,No,41,4,7,84.3,9.05,12,58.7,59.7,83.5,400,406.86,217.19,82.78,Spontaneous,Yes,No,Yes
796,Magic Kingdom,Sunny,No,No,45,2,6,86.1,11.16,17,35.6,60.9,89.7,200,336.24,150.53,50.16,Mixed,No,No,Yes
797,Magic Kingdom,Sunny,No,No,49,4,5,74.2,8.77,16,54.1,68.2,53.3,300,309.75,130.13,80.86,Spontaneous,Yes,Yes,No
798,Animal Kingdom,Cloudy,No,Yes,58,4,4,85,7.98,13,30.4,44.1,94.5,300,331.98,117.95,43.32,Planner,Yes,Yes,Yes
799,Animal Kingdom,Sunny,Yes,No,50,4,6,78.1,16.48,15,31.8,45.6,74.4,300,275.1,139.97,46.91,Spontaneous,No,No,No
800,Animal Kingdom,Sunny,No,Yes,17,6,5,94.3,9.34,8,20.3,27.7,67.4,300,320.75,128.49,45.17,Mixed,No,No,Yes
